Timestamp (Epoch),Temperature (°C),Humidity (%),Pressure (kPa),Illuminance (lx),Latitude,Longitude,Altitude (m),Speed (km/h),Satellites
1750471800,25.79,48.60,100.83,1.94,42.3160477,-71.3346100,75.70,0.16,8
1750471801,25.78,48.67,100.84,1.29,42.3160477,-71.3346100,76.10,0.09,7
1750471802,25.78,48.73,100.84,1.94,42.3160477,-71.3346100,76.20,0.03,7
1750471803,25.74,48.72,100.84,1.94,42.3160477,-71.3346100,76.60,0.08,7
1750471804,25.78,48.75,100.84,1.94,42.3160477,-71.3346024,77.30,0.15,7
1750471805,25.78,48.82,100.84,1.94,42.3160400,-71.3346024,77.50,0.10,7
1750471806,25.78,48.68,100.84,1.94,42.3160400,-71.3346024,77.70,0.05,7
1750471807,25.78,48.88,100.83,1.94,42.3160400,-71.3346024,78.10,0.13,7
1750471808,25.74,48.95,100.83,1.94,42.3160400,-71.3346024,78.80,0.05,8
1750471809,25.72,48.79,100.83,1.94,42.3160400,-71.3346024,79.40,0.09,8
1750471810,25.72,48.86,100.83,1.94,42.3160400,-71.3346024,79.50,0.07,8
1750471811,25.74,48.80,100.83,1.29,42.3160400,-71.3346100,79.60,0.13,8
1750471812,25.74,48.98,100.84,1.94,42.3160400,-71.3346100,79.70,0.05,8
1750471813,25.70,48.91,100.83,1.94,42.3160324,-71.3346100,79.80,0.09,8
1750471814,25.70,48.99,100.83,1.94,42.3160324,-71.3346100,79.90,0.14,8
1750471815,25.72,49.06,100.83,1.94,42.3160324,-71.3346100,80.50,0.38,7
1750471816,25.63,49.22,100.83,1.94,42.3160324,-71.3346100,80.00,0.54,7
1750471817,25.65,49.08,100.83,1.94,42.3160324,-71.3346100,79.60,0.29,8
1750471818,25.61,49.11,100.83,1.94,42.3160324,-71.3346100,79.20,0.38,7
1750471819,25.61,49.14,100.84,1.94,42.3160324,-71.3346100,79.00,0.31,7
1750471820,25.57,49.31,100.84,1.94,42.3160324,-71.3346100,79.20,0.29,8
1750471821,25.56,49.30,100.84,2.58,42.3160324,-71.3346100,79.90,1.19,8
1750471822,25.54,49.44,100.83,1.94,42.3160324,-71.3346100,79.80,0.10,8
1750471823,25.50,49.37,100.83,2.58,42.3160324,-71.3346100,79.90,0.02,8
1750471824,25.52,49.35,100.83,1.94,42.3160324,-71.3346100,79.70,0.41,8
1750471825,25.52,49.40,100.84,1.94,42.3160248,-71.3346100,80.30,0.27,8
1750471826,25.50,49.44,100.84,1.29,42.3160248,-71.3346100,80.90,0.25,7
1750471827,25.50,49.31,100.83,1.94,42.3160248,-71.3346100,80.60,0.44,7
1750471828,25.50,49.51,100.83,1.94,42.3160248,-71.3346100,80.60,0.21,8
1750471829,25.50,49.37,100.83,1.94,42.3160248,-71.3346100,80.50,0.19,8
1750471830,25.50,49.53,100.83,1.94,42.3160248,-71.3346100,80.90,0.19,8
1750471831,25.54,49.70,100.84,2.58,42.3160248,-71.3346100,80.50,0.09,8
1750471832,25.52,49.68,100.83,1.94,42.3160172,-71.3346100,80.90,0.16,8
1750471833,25.48,49.43,100.83,0.00,42.3160057,-71.3346100,81.40,0.16,8
1750471834,25.46,49.75,100.84,3.23,42.3160057,-71.3346100,81.70,0.08,8
1750471835,25.44,49.63,100.83,1.94,42.3160057,-71.3346100,81.70,0.01,8
1750471836,25.46,49.73,100.83,1.94,42.3160057,-71.3346100,81.60,0.10,8
1750471837,25.46,49.64,100.83,2.58,42.3160057,-71.3346100,81.50,0.01,8
1750471838,25.48,49.79,100.83,1.94,42.3160057,-71.3346252,81.50,0.09,8
1750471839,25.48,49.73,100.83,2.58,42.3160057,-71.3346252,81.40,0.07,8
1750471840,25.48,49.61,100.83,1.94,42.3160057,-71.3346252,81.20,0.01,8
1750471841,25.46,49.85,100.84,1.94,42.3160057,-71.3346252,80.90,0.02,8
1750471842,25.46,49.80,100.83,1.29,42.3160057,-71.3346252,80.80,0.05,8
1750471843,25.44,49.96,100.83,1.94,42.3160057,-71.3346252,80.80,0.05,8
1750471844,25.44,49.94,100.83,1.29,42.3160057,-71.3346329,80.90,0.04,8
1750471845,25.43,49.91,100.83,1.94,42.3160057,-71.3346329,80.60,0.06,8
1750471846,25.43,49.93,100.83,1.94,42.3160057,-71.3346329,80.50,0.11,8
1750471847,25.41,49.96,100.84,3.23,42.3160057,-71.3346329,80.00,0.04,8
1750471848,25.41,49.77,100.83,1.94,42.3160057,-71.3346329,80.30,0.04,8
1750471849,25.41,49.92,100.84,1.94,42.3160057,-71.3346329,80.40,0.14,8
1750471850,25.41,49.95,100.83,1.94,42.3160057,-71.3346405,80.20,0.10,8
1750471851,25.43,49.91,100.84,1.94,42.3160057,-71.3346405,80.50,0.03,8
1750471852,25.43,50.00,100.83,2.58,42.3160172,-71.3346405,80.30,0.24,8
1750471853,25.41,50.10,100.83,1.94,42.3160172,-71.3346405,80.30,0.13,8
1750471854,25.39,49.75,100.83,1.29,42.3160172,-71.3346405,80.40,0.14,8
1750471855,25.41,49.94,100.84,0.00,42.3160172,-71.3346405,80.50,0.27,8
1750471856,25.39,50.09,100.83,1.94,42.3160172,-71.3346405,80.60,0.12,8
1750471857,25.35,50.19,100.83,2.58,42.3160172,-71.3346405,80.60,0.07,8
1750471858,25.41,49.97,100.83,1.94,42.3160172,-71.3346405,80.60,0.41,8
1750471859,25.41,50.12,100.83,1.29,42.3160172,-71.3346405,80.60,0.11,8
1750471860,25.35,50.27,100.83,1.94,42.3160248,-71.3346405,80.10,0.35,8
1750471861,25.32,50.26,100.83,1.94,42.3160248,-71.3346634,79.70,0.76,8
1750471862,25.32,50.25,100.83,1.94,42.3160248,-71.3346634,79.80,0.04,8
1750471863,25.32,50.25,100.83,2.58,42.3160248,-71.3346634,79.80,0.15,8
1750471864,25.33,50.38,100.83,1.94,42.3160248,-71.3346634,79.80,0.16,8
1750471865,25.32,50.26,100.83,1.94,42.3160248,-71.3346634,80.10,0.16,8
1750471866,25.32,50.39,100.83,1.94,42.3160248,-71.3346634,80.20,0.21,8
1750471867,25.33,50.34,100.83,1.94,42.3160248,-71.3346634,80.40,0.31,8
1750471868,25.37,50.34,100.83,1.94,42.3160248,-71.3346710,80.70,0.20,8
1750471869,25.33,50.54,100.83,1.94,42.3160248,-71.3346710,80.70,0.19,8
1750471870,25.30,50.45,100.83,0.00,42.3160248,-71.3346634,80.40,0.33,8
1750471871,25.30,50.40,100.83,1.94,42.3160324,-71.3346634,79.70,0.75,8
1750471872,25.30,50.58,100.83,1.94,42.3160324,-71.3346710,79.40,0.63,7
1750471873,25.28,50.50,100.83,1.94,42.3160400,-71.3346710,78.90,0.46,7
1750471874,25.30,50.58,100.84,1.94,42.3160400,-71.3346710,77.60,0.25,7
1750471875,25.32,50.49,100.83,0.65,42.3160477,-71.3346710,76.80,0.26,7
1750471876,25.32,50.48,100.83,1.94,42.3160553,-71.3346710,76.00,0.15,7
1750471877,25.30,50.56,100.84,2.58,42.3160553,-71.3346710,75.20,0.55,7
1750471878,25.33,50.61,100.83,1.94,42.3160629,-71.3346634,74.60,0.77,7
1750471879,25.30,50.50,100.83,1.94,42.3160744,-71.3346634,74.00,0.40,7
1750471880,25.30,50.59,100.83,1.94,42.3160744,-71.3346634,73.40,0.87,8
1750471881,25.32,50.73,100.83,1.94,42.3160820,-71.3346634,71.90,2.26,7
1750471882,25.28,50.58,100.83,1.94,42.3160973,-71.3346710,70.80,3.11,9
1750471883,25.28,50.65,100.83,1.94,42.3161049,-71.3346634,71.90,4.45,8
1750471884,25.26,50.60,100.83,1.94,42.3161125,-71.3346634,71.80,2.34,8
1750471885,25.24,50.55,100.83,1.94,42.3161201,-71.3346634,72.10,3.75,7
1750471886,25.26,50.66,100.83,1.94,42.3161278,-71.3346710,72.40,1.59,6
1750471887,25.26,50.74,100.83,1.94,42.3161201,-71.3346710,72.30,1.53,6
1750471888,25.28,50.94,100.83,2.58,42.3161201,-71.3346710,72.30,1.16,8
1750471889,25.26,50.76,100.83,1.94,42.3161201,-71.3346710,72.00,0.86,7
1750471890,25.22,50.82,100.83,1.94,42.3161201,-71.3346634,71.70,0.99,8
1750471891,25.22,50.68,100.83,1.94,42.3161125,-71.3346634,72.40,0.49,8
1750471892,25.24,50.76,100.83,1.29,42.3161278,-71.3346710,72.10,3.43,8
1750471893,25.24,50.87,100.83,1.94,42.3161392,-71.3346710,71.70,1.39,7
1750471894,25.24,50.92,100.83,1.94,42.3161392,-71.3346710,71.40,0.76,7
1750471895,25.22,50.82,100.83,2.58,42.3161392,-71.3346786,71.50,5.87,7
1750471896,25.21,50.84,100.84,2.58,42.3161278,-71.3347015,71.30,3.67,6
1750471897,25.19,50.82,100.83,1.29,42.3161392,-71.3347015,70.50,2.18,7
1750471898,25.17,51.07,100.83,1.94,42.3161469,-71.3347092,69.90,2.24,7
1750471899,25.17,50.80,100.83,1.29,42.3161621,-71.3347168,68.30,1.03,7
1750471900,25.13,50.86,100.83,2.58,42.3161774,-71.3347321,66.60,0.72,7
1750471901,25.17,51.09,100.83,1.94,42.3161964,-71.3347397,65.00,4.37,7
1750471902,25.17,50.81,100.83,2.58,42.3162270,-71.3347702,63.30,4.57,7
1750471903,25.19,51.05,100.83,2.58,42.3162422,-71.3347855,61.20,3.47,7
1750471904,25.17,51.11,100.83,1.94,42.3162498,-71.3347702,60.40,5.88,7
1750471905,25.19,50.94,100.83,3.23,42.3162422,-71.3347626,59.00,1.91,7
1750471906,25.13,51.06,100.83,2.58,42.3162422,-71.3347626,58.00,1.74,6
1750471907,25.19,51.10,100.83,3.23,42.3162270,-71.3347473,56.90,1.56,6
1750471908,25.13,50.99,100.83,2.58,42.3162422,-71.3347626,56.80,1.82,5
1750471909,25.17,51.20,100.83,2.58,42.3162422,-71.3347626,56.60,1.36,5
1750471910,25.15,51.16,100.83,3.23,42.3162613,-71.3347626,57.20,4.29,6
1750471911,25.11,51.14,100.83,3.23,42.3162613,-71.3347702,56.70,2.13,7
1750471912,25.15,51.18,100.83,2.58,42.3162766,-71.3347855,56.40,4.59,7
1750471913,25.13,50.94,100.83,2.58,42.3162766,-71.3347855,54.70,3.53,7
1750471914,25.11,51.25,100.83,3.87,42.3162918,-71.3347855,55.40,3.76,7
1750471915,25.11,51.18,100.83,2.58,42.3162842,-71.3347855,54.60,0.50,7
1750471916,25.13,51.11,100.83,2.58,42.3162842,-71.3347855,54.10,2.50,7
1750471917,25.10,51.20,100.83,2.58,42.3163185,-71.3348541,51.00,6.63,8
1750471918,25.11,51.25,100.83,2.58,42.3163338,-71.3348694,48.70,5.31,8
1750471919,25.11,51.20,100.83,2.58,42.3162994,-71.3348541,49.20,3.55,7
1750471920,25.13,51.34,100.83,2.58,42.3163071,-71.3348541,47.70,3.55,6
1750471921,25.11,51.27,100.83,3.23,42.3162613,-71.3348160,49.30,0.80,7
1750471922,25.13,51.34,100.83,3.23,42.3162613,-71.3347626,52.10,5.57,6
1750471923,25.10,51.26,100.83,3.87,42.3162689,-71.3347321,53.70,5.73,6
1750471924,25.15,51.38,100.83,3.87,42.3162842,-71.3346863,54.80,6.14,6
1750471925,25.17,51.46,100.84,3.87,42.3162766,-71.3346710,55.00,5.27,5
1750471926,25.11,51.22,100.83,3.23,42.3162842,-71.3346634,55.80,5.49,5
1750471927,25.15,51.39,100.83,2.58,42.3162766,-71.3345795,56.90,9.59,6
1750471928,25.11,51.55,100.83,3.87,42.3162766,-71.3344955,55.80,12.26,6
1750471929,25.17,51.19,100.83,3.87,42.3162842,-71.3344650,55.70,11.85,6
1750471930,25.19,51.42,100.84,3.23,42.3162842,-71.3344269,55.70,12.34,5
1750471931,25.17,51.34,100.83,3.23,42.3162422,-71.3344040,62.00,11.04,5
1750471932,25.13,51.44,100.83,3.23,42.3162422,-71.3343735,62.20,11.03,5
1750471933,25.17,51.24,100.83,3.87,42.3162422,-71.3343506,62.40,11.02,5
1750471934,25.17,51.31,100.83,3.23,42.3161964,-71.3343735,67.10,7.89,6
1750471935,25.17,51.24,100.83,5.16,42.3161774,-71.3344879,67.40,3.48,6
1750471936,25.17,51.39,100.83,4.52,42.3161697,-71.3344727,67.80,3.12,6
1750471937,25.17,51.25,100.83,5.81,42.3161774,-71.3344879,64.30,2.52,6
1750471938,25.17,51.37,100.83,7.10,42.3161850,-71.3344955,65.90,1.72,6
1750471939,25.15,51.29,100.83,7.74,42.3162117,-71.3344879,63.60,0.72,7
1750471940,25.15,51.32,100.83,9.68,42.3162270,-71.3344727,59.60,0.60,7
1750471941,25.17,51.33,100.83,7.74,42.3162613,-71.3344040,61.00,5.64,8
1750471942,25.19,51.51,100.83,6.45,42.3162689,-71.3344269,59.40,3.03,8
1750471943,25.19,51.33,100.83,6.45,42.3162498,-71.3344574,58.70,1.50,8
1750471944,25.19,51.39,100.83,7.74,42.3162613,-71.3344727,56.20,2.11,8
1750471945,25.21,51.18,100.83,7.74,42.3162613,-71.3344650,55.00,0.91,8
1750471946,25.19,51.39,100.83,5.16,42.3162498,-71.3344955,54.90,1.04,8
1750471947,25.19,51.39,100.84,7.74,42.3162613,-71.3344955,54.00,0.88,8
1750471948,25.21,51.28,100.84,7.74,42.3162613,-71.3344955,52.80,0.59,8
1750471949,25.19,51.39,100.83,7.74,42.3162270,-71.3345490,54.60,0.91,7
1750471950,25.21,51.37,100.83,7.10,42.3162270,-71.3345490,54.70,1.16,7
1750471951,25.17,51.59,100.84,7.74,42.3162422,-71.3345642,52.50,3.13,8
1750471952,25.17,51.38,100.83,7.10,42.3162193,-71.3345947,53.00,1.70,7
1750471953,25.21,51.39,100.84,7.74,42.3162117,-71.3346024,53.80,2.18,7
1750471954,25.17,51.43,100.83,7.74,42.3162117,-71.3346024,53.50,0.90,7
1750471955,25.17,51.39,100.83,7.74,42.3162041,-71.3346024,52.90,1.05,7
1750471956,25.15,51.42,100.83,7.74,42.3161964,-71.3346024,53.80,1.60,6
1750471957,25.19,51.48,100.83,7.74,42.3161964,-71.3346100,55.00,1.40,8
1750471958,25.21,51.44,100.83,6.45,42.3162117,-71.3346252,50.00,0.86,8
1750471959,25.21,51.32,100.83,7.74,42.3162117,-71.3346252,51.30,1.16,8
1750471960,25.21,51.41,100.83,6.45,42.3162041,-71.3346252,51.20,1.16,8
1750471961,25.21,51.44,100.83,6.45,42.3162041,-71.3346252,53.20,2.91,8
1750471962,25.22,51.47,100.84,7.74,42.3161964,-71.3346252,53.70,1.88,8
1750471963,25.24,51.44,100.83,7.74,42.3161850,-71.3346100,55.40,4.21,8
1750471964,25.22,51.54,100.83,7.74,42.3161850,-71.3346252,53.00,1.84,8
1750471965,25.21,51.41,100.83,7.74,42.3161850,-71.3346252,53.30,1.18,8
1750471966,25.22,51.48,100.84,7.74,42.3161774,-71.3346252,53.20,1.76,8
1750471967,25.24,51.40,100.84,6.45,42.3161774,-71.3346405,52.20,0.78,7
1750471968,25.21,51.35,100.83,7.10,42.3161850,-71.3346329,52.90,1.30,8
1750471969,25.22,51.51,100.83,7.74,42.3161964,-71.3346329,52.60,0.89,8
1750471970,25.22,51.50,100.83,7.74,42.3161964,-71.3346634,51.90,1.28,7
1750471971,25.21,51.46,100.84,7.10,42.3161964,-71.3346786,52.10,1.76,8
1750471972,25.22,51.45,100.83,7.74,42.3161850,-71.3346863,52.30,2.37,8
1750471973,25.22,51.49,100.83,25.16,42.3162041,-71.3347015,53.20,2.14,7
1750471974,25.22,51.42,100.83,37.42,42.3161964,-71.3347092,53.20,2.38,7
1750471975,25.19,51.52,100.84,17.42,42.3161850,-71.3347321,52.50,3.10,6
1750472018,25.28,52.16,100.84,26.45,42.3161774,-71.3347855,45.50,4.73,5
1750472019,25.28,51.85,100.84,13.55,42.3161697,-71.3348083,43.70,3.36,5
1750472020,25.32,51.73,100.84,16.13,42.3161621,-71.3348389,42.40,3.52,5
1750472021,25.32,51.74,100.84,28.39,42.3161469,-71.3348541,43.30,2.12,5
1750472022,25.32,51.68,100.84,25.81,42.3161278,-71.3348770,43.10,2.79,4
1750472023,25.32,51.60,100.84,23.87,42.3161278,-71.3348846,43.70,2.88,4
1750472024,25.33,51.55,100.84,22.58,42.3161125,-71.3349152,43.80,3.36,4
1750472027,25.35,51.54,100.83,25.16,42.3161049,-71.3349075,42.30,5.24,4
1750472028,25.33,51.33,100.84,25.16,42.3161201,-71.3349228,43.80,0.37,4
1750472029,25.33,51.31,100.84,34.84,42.3161201,-71.3349838,42.00,3.49,4
1750472030,25.37,51.32,100.84,30.32,42.3161278,-71.3350143,43.00,3.79,4
1750472031,25.37,51.24,100.84,36.77,42.3161278,-71.3350830,43.80,9.04,4
1750472032,25.39,51.01,100.83,36.13,42.3161774,-71.3351364,37.60,11.20,5
1750472033,25.39,51.10,100.84,33.55,42.3161964,-71.3351517,36.60,9.10,4
1750472034,25.39,50.97,100.84,30.32,42.3161964,-71.3351593,41.10,3.48,6
1750472035,25.41,50.87,100.84,35.48,42.3161850,-71.3351822,48.70,3.92,6
1750472036,25.41,50.94,100.84,29.03,42.3162117,-71.3352203,51.90,7.50,6
1750472037,25.43,50.84,100.84,37.42,42.3162117,-71.3352432,53.90,5.65,6
1750472038,25.41,50.78,100.84,27.10,42.3161964,-71.3352432,59.60,2.12,6
1750472039,25.39,50.65,100.84,38.71,42.3161964,-71.3352509,61.40,2.16,6
1750472040,25.39,50.63,100.84,27.10,42.3161964,-71.3352585,63.30,2.46,6
1750472041,25.43,50.84,100.84,23.23,42.3161964,-71.3352585,65.20,1.56,5
1750472042,25.43,50.72,100.83,37.42,42.3162041,-71.3352814,63.10,2.33,5
1750472043,25.43,50.72,100.84,34.84,42.3162041,-71.3352585,64.20,1.24,4
1750472044,25.39,50.59,100.84,33.55,42.3161964,-71.3352509,66.20,0.34,4
1750472045,25.44,50.59,100.84,23.23,42.3161964,-71.3352509,66.10,0.89,4
1750472046,25.44,50.44,100.84,23.87,42.3162041,-71.3352585,64.10,0.99,4
1750472047,25.46,50.44,100.84,38.71,42.3162117,-71.3352585,65.70,0.74,4
1750472048,25.46,50.36,100.84,37.42,42.3162041,-71.3352509,63.60,0.64,3
1750472049,25.48,50.38,100.84,38.06,42.3161964,-71.3352509,64.50,0.58,3
1750472050,25.46,50.54,100.84,28.39,42.3161774,-71.3352585,65.70,0.53,4
1750472051,25.48,50.50,100.83,25.16,42.3161697,-71.3352585,66.90,0.54,4
1750472052,25.48,50.48,100.84,21.29,42.3161697,-71.3352585,67.90,0.66,4
1750472053,25.50,50.28,100.84,32.90,42.3161774,-71.3352127,66.40,0.44,4
1750472054,25.46,50.30,100.84,34.84,42.3161621,-71.3352127,67.30,0.41,4
1750472055,25.46,50.13,100.84,34.84,42.3161621,-71.3352127,68.10,0.33,4
1750472056,25.52,50.21,100.84,35.48,42.3161545,-71.3351898,68.30,0.90,4
1750472057,25.50,50.29,100.84,38.71,42.3161469,-71.3351822,68.70,2.02,4
1750472058,25.48,50.16,100.83,34.19,42.3161392,-71.3351822,69.20,1.68,4
1750472059,25.48,50.18,100.83,29.03,42.3161278,-71.3351822,69.70,1.32,3
1750472060,25.48,49.98,100.84,33.55,42.3161278,-71.3351822,70.10,0.85,3
1750472061,25.52,50.11,100.84,34.84,42.3161278,-71.3351669,70.50,0.74,3
1750472062,25.52,50.15,100.84,27.74,42.3161201,-71.3351593,70.60,1.62,3
1750472063,25.46,50.06,100.84,34.19,42.3161125,-71.3351364,70.90,2.09,3
1750472064,25.48,49.94,100.84,39.35,42.3161125,-71.3351364,71.10,2.16,3
1750472065,25.50,49.87,100.83,30.97,42.3160973,-71.3351669,72.50,1.78,4
1750472066,25.52,49.92,100.83,38.71,42.3160820,-71.3351898,73.80,2.19,4
1750472067,25.52,49.88,100.84,38.06,42.3160744,-71.3352127,74.40,1.84,4
1750472068,25.48,49.87,100.83,29.68,42.3160744,-71.3352203,75.00,1.49,4
1750472069,25.46,49.76,100.84,36.77,42.3160744,-71.3352280,75.80,1.15,4
1750472070,25.52,49.77,100.84,27.10,42.3160744,-71.3352432,76.20,1.29,4
1750472071,25.50,49.73,100.84,37.42,42.3160896,-71.3352203,77.30,0.92,5
1750472072,25.52,49.92,100.83,27.10,42.3160896,-71.3351898,79.10,0.49,5
1750472073,25.48,49.90,100.84,39.35,42.3161049,-71.3352127,79.30,1.67,4
1750472074,25.46,49.60,100.84,30.32,42.3161049,-71.3352127,79.70,1.06,4
1750472075,25.50,49.91,100.83,38.71,42.3161049,-71.3352280,80.20,2.03,4
1750472076,25.48,49.86,100.84,29.68,42.3160973,-71.3352280,80.50,1.39,4
1750472077,25.46,49.65,100.84,31.61,42.3160973,-71.3352280,80.90,0.94,4
1750472078,25.48,49.71,100.84,39.35,42.3161049,-71.3352432,80.60,2.00,5
1750472079,25.48,49.68,100.84,36.13,42.3161049,-71.3352432,80.50,1.70,5
1750472080,25.50,49.82,100.84,33.55,42.3160973,-71.3352280,80.80,0.98,6
1750472081,25.50,49.81,100.84,40.00,42.3160973,-71.3352127,80.60,0.59,5
1750472082,25.52,49.93,100.84,30.32,42.3160896,-71.3352127,80.40,0.70,5
1750472083,25.54,49.83,100.83,39.35,42.3160744,-71.3351974,80.30,0.57,5
1750472084,25.54,49.72,100.83,24.52,42.3160629,-71.3351898,80.70,0.62,5
1750472085,25.56,49.76,100.83,36.13,42.3160553,-71.3351822,80.60,0.82,4
1750472086,25.56,49.71,100.84,27.10,42.3160400,-71.3351822,80.50,1.32,4
1750472087,25.54,49.77,100.83,35.48,42.3160248,-71.3351593,80.60,2.01,5
1750472088,25.54,49.65,100.83,39.35,42.3160057,-71.3351517,80.30,2.39,5
1750472089,25.54,49.51,100.84,35.48,42.3159904,-71.3351517,80.10,2.62,5
1750472090,25.54,49.51,100.84,38.06,42.3159752,-71.3351212,79.80,3.00,5
1750472091,25.54,49.68,100.83,39.35,42.3159599,-71.3351135,79.60,3.49,5
1750472092,25.56,49.60,100.84,33.55,42.3159409,-71.3351135,79.20,3.79,5
1750472093,25.57,49.55,100.83,38.71,42.3159332,-71.3351059,78.80,3.39,4
1750472094,25.56,49.53,100.83,30.97,42.3159180,-71.3350906,78.60,4.03,4
1750472095,25.54,49.53,100.84,40.00,42.3159027,-71.3350830,78.40,4.34,4
1750472096,25.61,49.48,100.83,29.03,42.3159027,-71.3350754,78.00,3.95,6
1750472097,25.59,49.42,100.84,25.81,42.3158951,-71.3350754,78.00,4.19,6
1750472098,25.56,49.52,100.84,32.90,42.3158836,-71.3350754,78.00,4.08,6
1750472099,25.59,49.66,100.84,40.65,42.3158951,-71.3350601,78.00,2.81,5
1750472100,25.59,49.31,100.84,25.16,42.3158836,-71.3350601,77.90,2.73,5
1750472101,25.59,49.47,100.84,27.10,42.3158836,-71.3350525,77.80,3.01,5
1750472102,25.59,49.37,100.83,25.16,42.3159180,-71.3350449,77.80,1.43,5
1750472103,25.57,49.40,100.83,27.10,42.3159180,-71.3350296,77.70,1.56,5
1750472104,25.57,49.28,100.84,36.13,42.3159103,-71.3350296,77.50,1.36,6
1750472105,25.57,49.28,100.83,34.19,42.3159180,-71.3350296,77.60,1.21,5
1750472106,25.59,49.40,100.84,33.55,42.3159180,-71.3350449,77.50,0.41,5
1750472107,25.59,49.24,100.83,25.16,42.3159180,-71.3350449,77.30,0.58,5
1750472108,25.57,49.15,100.84,29.03,42.3159180,-71.3350449,76.80,0.39,4
1750472109,25.59,49.37,100.83,32.26,42.3159103,-71.3350449,76.60,0.56,4
1750472110,25.59,49.33,100.83,27.74,42.3159027,-71.3350449,76.50,1.30,4
1750472111,25.63,49.18,100.84,29.03,42.3159027,-71.3350449,76.10,1.23,4
1750472112,25.63,49.19,100.84,21.29,42.3159103,-71.3350296,75.80,0.86,5
1750472113,25.67,49.37,100.84,32.90,42.3159180,-71.3350296,75.70,0.49,6
1750472114,25.61,49.28,100.84,37.42,42.3159180,-71.3350525,75.70,0.96,5
1750472115,25.59,49.28,100.84,29.68,42.3159256,-71.3350525,75.70,1.47,5
1750472116,25.65,49.25,100.83,26.45,42.3159332,-71.3350525,75.70,0.73,5
1750472117,25.65,49.30,100.84,27.10,42.3159256,-71.3350601,75.60,1.06,5
1750472118,25.67,49.19,100.84,40.00,42.3159180,-71.3350601,75.40,1.30,5
1750472119,25.63,49.17,100.84,24.52,42.3159180,-71.3350754,75.20,1.51,4
1750472120,25.63,49.12,100.83,24.52,42.3159256,-71.3350830,75.30,0.91,4
1750472121,25.63,49.13,100.83,30.97,42.3159332,-71.3350830,75.40,0.41,5
1750472122,25.63,49.12,100.84,38.06,42.3159523,-71.3350830,75.60,1.16,5
1750472123,25.63,49.13,100.84,40.00,42.3159599,-71.3350830,75.80,1.37,5
1750472124,25.63,48.95,100.83,40.00,42.3159676,-71.3350830,76.00,1.57,5
1750472125,25.67,49.09,100.84,40.65,42.3159599,-71.3350906,75.90,1.18,5
1750472126,25.63,48.94,100.84,39.35,42.3159676,-71.3350906,76.00,1.63,5
1750472127,25.65,49.08,100.84,36.77,42.3159752,-71.3351135,76.10,2.71,5
1750472128,25.63,48.90,100.84,12.26,42.3159752,-71.3351212,76.00,2.31,5
1750472129,25.65,49.01,100.84,23.87,42.3159828,-71.3351135,76.00,1.84,5
1750472130,25.65,49.03,100.84,12.90,42.3159752,-71.3351212,75.80,2.16,5
1750472131,25.65,49.06,100.84,29.68,42.3159676,-71.3351135,75.60,1.32,4
1750472132,25.65,48.80,100.84,37.42,42.3159828,-71.3351135,75.60,0.72,4
1750472133,25.63,48.98,100.84,23.23,42.3159752,-71.3351212,75.70,1.33,4
1750472134,25.65,49.11,100.84,29.68,42.3159904,-71.3351135,75.70,0.42,4
1750472135,25.65,48.94,100.83,34.19,42.3159828,-71.3351135,75.80,0.41,4
1750472136,25.63,49.05,100.84,24.52,42.3159904,-71.3351059,75.80,0.33,4
1750472137,25.67,49.05,100.84,33.55,42.3160172,-71.3351059,76.10,2.19,5
1750472138,25.65,48.87,100.84,31.61,42.3160248,-71.3351059,76.30,1.63,5
1750472139,25.61,48.78,100.83,36.13,42.3160400,-71.3351059,76.20,2.55,4
1750472140,25.67,48.91,100.84,25.16,42.3160400,-71.3351135,76.20,2.47,4
1750472141,25.67,48.97,100.84,28.39,42.3160477,-71.3351135,76.20,2.45,4
1750472142,25.65,48.83,100.84,27.10,42.3160400,-71.3351059,76.40,0.87,4
1750472143,25.68,48.78,100.83,25.81,42.3160553,-71.3350830,76.20,1.59,3
1750472144,25.67,48.67,100.84,38.71,42.3160744,-71.3350830,76.10,2.04,3
1750472145,25.65,48.68,100.84,28.39,42.3160744,-71.3350906,76.10,1.91,3
1750472146,25.70,48.87,100.84,24.52,42.3160553,-71.3351059,76.00,0.74,3
1750472147,25.70,48.75,100.84,25.16,42.3160629,-71.3351135,76.00,1.87,4
1750472148,25.70,49.03,100.84,25.16,42.3160744,-71.3351212,75.90,2.72,4
1750472149,25.65,48.73,100.84,38.71,42.3160820,-71.3351517,75.90,3.12,4
1750472150,25.70,48.62,100.84,24.52,42.3160820,-71.3351669,76.00,3.36,4
1750472151,25.67,48.72,100.84,24.52,42.3160744,-71.3351822,76.00,3.49,4
1750472152,25.68,48.74,100.84,23.87,42.3160744,-71.3351898,75.90,3.50,3
1750472153,25.67,48.59,100.84,21.94,42.3160744,-71.3351974,75.80,3.42,3
1750472154,25.70,48.82,100.84,21.94,42.3161049,-71.3351669,75.30,2.80,4
1750472155,25.68,48.67,100.84,18.71,42.3161278,-71.3351364,74.90,3.04,5
1750472156,25.72,48.61,100.83,19.35,42.3161392,-71.3351059,74.60,2.29,6
1750472157,25.70,48.80,100.84,36.77,42.3161621,-71.3350906,74.40,3.08,6
1750472158,25.68,48.57,100.84,26.45,42.3161774,-71.3350830,74.30,3.83,5
1750472159,25.72,48.58,100.84,27.10,42.3161964,-71.3350754,74.20,3.91,5
